,entity_id,score,label_value,majority_race,poverty-rate
15129,170318189002,0.0,0.0,White,1.80-9.58
15134,170318189003,0.0,0.0,White,0.00-1.80
15139,170318190001,0.0,0.0,White,0.00-1.80
15144,170318190002,0.0,0.0,White,0.00-1.80
15149,170318190003,0.0,0.0,White,1.80-9.58
15154,170318190004,0.0,0.0,White,0.00-1.80
15159,170318191001,0.0,0.0,Hispanic,1.80-9.58
15164,170318191002,0.0,0.0,Hispanic,0.00-1.80
15169,170318191003,0.0,0.0,None,9.58-22.42
15174,170318191004,0.0,0.0,White,1.80-9.58
15179,170318192001,0.0,0.0,Hispanic,22.42-100.00
15184,170318192002,0.0,0.0,Hispanic,1.80-9.58
15189,170318192003,0.0,0.0,None,9.58-22.42
15194,170318192004,0.0,0.0,White,1.80-9.58
15199,170318193001,0.0,0.0,White,1.80-9.58
15204,170318193002,0.0,0.0,White,0.00-1.80
15209,170318193003,0.0,0.0,White,22.42-100.00
15214,170318194001,0.0,0.0,White,22.42-100.00
15219,170318194002,0.0,0.0,White,1.80-9.58
15224,170318194003,0.0,0.0,White,0.00-1.80
15229,170318194004,0.0,0.0,White,9.58-22.42
15234,170318194005,0.0,0.0,White,0.00-1.80
15239,170318195001,0.0,0.0,White,0.00-1.80
15244,170318195002,0.0,0.0,White,9.58-22.42
15249,170318195003,0.0,0.0,White,1.80-9.58
15254,170318195004,0.0,0.0,None,22.42-100.00
15259,170318196001,0.0,0.0,White,0.00-1.80
15264,170318196002,0.0,0.0,White,0.00-1.80
15269,170318196003,0.0,0.0,White,1.80-9.58
15274,170318196004,0.0,0.0,White,0.00-1.80
15279,170318197001,0.0,0.0,White,1.80-9.58
15284,170318197002,0.0,0.0,White,1.80-9.58
15289,170318197003,0.0,0.0,White,1.80-9.58
15294,170318197004,0.0,0.0,White,0.00-1.80
15299,170318198011,0.0,0.0,White,0.00-1.80
15304,170318198012,0.0,0.0,White,0.00-1.80
15309,170318198013,0.0,0.0,White,0.00-1.80
15314,170318198014,0.0,0.0,White,0.00-1.80
15319,170318198015,0.0,0.0,White,0.00-1.80
15324,170318198021,0.0,0.0,White,0.00-1.80
15329,170318198022,0.0,0.0,White,0.00-1.80
15334,170318199001,0.0,0.0,White,1.80-9.58
15339,170318199002,0.0,0.0,White,0.00-1.80
15344,170318199003,0.0,0.0,White,0.00-1.80
15349,170318200001,0.0,0.0,White,1.80-9.58
15354,170318200002,0.0,0.0,White,0.00-1.80
15359,170318201011,0.0,0.0,White,1.80-9.58
15364,170318201012,0.0,0.0,White,0.00-1.80
15369,170318201013,0.0,0.0,White,0.00-1.80
15374,170318201014,0.0,0.0,White,9.58-22.42
15379,170318201015,0.0,0.0,White,0.00-1.80
15384,170318201016,0.0,0.0,White,1.80-9.58
15389,170318201017,0.0,0.0,White,0.00-1.80
15394,170318201031,0.0,0.0,White,0.00-1.80
15399,170318201032,0.0,0.0,White,22.42-100.00
15404,170318201033,0.0,0.0,Hispanic,1.80-9.58
15409,170318201034,0.0,0.0,White,0.00-1.80
15414,170318201041,0.0,0.0,White,22.42-100.00
15419,170318201042,0.0,0.0,White,0.00-1.80
15424,170318201043,0.0,0.0,White,9.58-22.42
15429,170318201044,0.0,0.0,White,1.80-9.58
15434,170318202011,0.0,0.0,White,9.58-22.42
15439,170318202012,0.0,0.0,White,9.58-22.42
15444,170318202013,0.0,0.0,White,0.00-1.80
15449,170318202014,0.0,0.0,White,1.80-9.58
15454,170318202021,0.0,1.0,Hispanic,1.80-9.58
15459,170318202022,0.0,0.0,White,0.00-1.80
15464,170318202023,0.0,0.0,White,0.00-1.80
15469,170318203001,0.0,0.0,None,1.80-9.58
15474,170318203002,0.0,0.0,Hispanic,9.58-22.42
15479,170318203003,0.0,0.0,Hispanic,9.58-22.42
15484,170318203004,0.0,1.0,Hispanic,9.58-22.42
15489,170318204001,0.0,0.0,Hispanic,22.42-100.00
15494,170318204002,0.0,0.0,Hispanic,9.58-22.42
15499,170318204003,0.0,0.0,Hispanic,22.42-100.00
15504,170318205011,0.0,0.0,White,1.80-9.58
15509,170318205012,0.0,0.0,White,9.58-22.42
15514,170318205013,0.0,0.0,White,22.42-100.00
15519,170318205014,0.0,0.0,White,9.58-22.42
15524,170318205015,0.0,0.0,White,1.80-9.58
15529,170318205021,0.0,0.0,White,1.80-9.58
15534,170318205022,0.0,0.0,White,9.58-22.42
15539,170318205023,0.0,0.0,White,1.80-9.58
15544,170318205024,0.0,0.0,White,9.58-22.42
15549,170318206031,1.0,1.0,None,22.42-100.00
15554,170318206032,1.0,0.0,White,1.80-9.58
15559,170318206033,0.0,0.0,White,1.80-9.58
15564,170318206041,0.0,0.0,White,9.58-22.42
15569,170318206042,0.0,0.0,White,1.80-9.58
15574,170318206051,1.0,1.0,African-American,22.42-100.00
15579,170318206052,0.0,1.0,White,9.58-22.42
15584,170318206053,1.0,1.0,African-American,22.42-100.00
15589,170318206061,0.0,0.0,White,1.80-9.58
15594,170318206062,0.0,0.0,White,1.80-9.58
15599,170318207001,0.0,0.0,White,1.80-9.58
15604,170318207002,0.0,0.0,Hispanic,0.00-1.80
15609,170318207003,0.0,0.0,None,22.42-100.00
15614,170318207004,0.0,0.0,Hispanic,0.00-1.80
15619,170318208001,0.0,0.0,Hispanic,1.80-9.58
15624,170318208002,0.0,0.0,None,1.80-9.58
15629,170318208003,0.0,0.0,White,1.80-9.58
15634,170318209011,0.0,0.0,White,1.80-9.58
15639,170318209012,0.0,0.0,White,22.42-100.00
15644,170318209013,0.0,0.0,Hispanic,1.80-9.58
15649,170318209014,0.0,0.0,White,9.58-22.42
15654,170318209021,0.0,0.0,Hispanic,0.00-1.80
15659,170318209022,0.0,0.0,White,1.80-9.58
15664,170318209023,0.0,0.0,White,9.58-22.42
15669,170318209024,0.0,0.0,White,9.58-22.42
15674,170318210011,0.0,0.0,White,0.00-1.80
15679,170318210012,0.0,0.0,White,9.58-22.42
15684,170318210013,0.0,0.0,White,1.80-9.58
15689,170318210014,0.0,0.0,White,1.80-9.58
15694,170318210021,0.0,0.0,White,9.58-22.42
15699,170318210022,0.0,0.0,White,9.58-22.42
15704,170318210023,0.0,0.0,White,1.80-9.58
15709,170318210024,0.0,0.0,White,9.58-22.42
15714,170318210025,0.0,0.0,White,1.80-9.58
15719,170318211011,0.0,0.0,None,9.58-22.42
15724,170318211012,0.0,0.0,White,0.00-1.80
15729,170318211013,0.0,0.0,White,9.58-22.42
15734,170318211014,0.0,0.0,White,9.58-22.42
15739,170318211021,0.0,0.0,Hispanic,9.58-22.42
15744,170318211022,0.0,0.0,White,0.00-1.80
15749,170318211023,0.0,0.0,White,9.58-22.42
15754,170318211024,0.0,0.0,White,22.42-100.00
15759,170318212001,0.0,0.0,African-American,9.58-22.42
15764,170318212002,0.0,0.0,None,22.42-100.00
15769,170318212003,0.0,1.0,Hispanic,1.80-9.58
15774,170318212004,0.0,1.0,African-American,22.42-100.00
15779,170318213001,1.0,0.0,African-American,22.42-100.00
15784,170318213002,1.0,1.0,None,9.58-22.42
15789,170318213003,1.0,0.0,African-American,22.42-100.00
15794,170318213004,0.0,0.0,Hispanic,9.58-22.42
15799,170318214011,1.0,0.0,African-American,22.42-100.00
15804,170318214012,0.0,0.0,African-American,1.80-9.58
15809,170318214013,0.0,0.0,African-American,9.58-22.42
15814,170318214014,0.0,1.0,African-American,9.58-22.42
15819,170318214021,0.0,0.0,African-American,1.80-9.58
15824,170318214022,1.0,1.0,African-American,1.80-9.58
15829,170318214023,0.0,0.0,African-American,9.58-22.42
15834,170318215001,1.0,1.0,African-American,22.42-100.00
15839,170318216001,0.0,0.0,None,9.58-22.42
15844,170318216002,0.0,0.0,None,9.58-22.42
15849,170318216003,0.0,0.0,None,0.00-1.80
15854,170318216004,0.0,0.0,None,1.80-9.58
15859,170318216005,0.0,0.0,None,9.58-22.42
15864,170318217001,0.0,0.0,White,0.00-1.80
15869,170318217002,0.0,0.0,White,1.80-9.58
15874,170318217003,0.0,0.0,White,0.00-1.80
15879,170318217004,0.0,0.0,White,0.00-1.80
15884,170318217005,0.0,0.0,White,1.80-9.58
15889,170318218001,0.0,0.0,White,1.80-9.58
15894,170318218002,0.0,0.0,White,0.00-1.80
15899,170318218003,0.0,0.0,White,1.80-9.58
15904,170318218004,0.0,0.0,None,9.58-22.42
15909,170318218005,0.0,0.0,White,1.80-9.58
15914,170318218006,0.0,0.0,White,0.00-1.80
15919,170318219001,0.0,0.0,None,9.58-22.42
15924,170318219002,0.0,0.0,White,1.80-9.58
15929,170318219003,0.0,0.0,White,1.80-9.58
15934,170318219004,0.0,0.0,White,0.00-1.80
15939,170318219005,0.0,0.0,White,1.80-9.58
15944,170318220001,0.0,0.0,White,0.00-1.80
15949,170318220002,0.0,0.0,White,0.00-1.80
15954,170318220003,0.0,0.0,White,1.80-9.58
15959,170318220004,0.0,0.0,White,0.00-1.80
15964,170318220005,0.0,0.0,White,1.80-9.58
15969,170318221011,1.0,0.0,White,1.80-9.58
15974,170318221012,0.0,0.0,White,1.80-9.58
15979,170318221013,0.0,0.0,White,9.58-22.42
15984,170318221014,0.0,0.0,White,1.80-9.58
15989,170318221021,0.0,0.0,None,0.00-1.80
15994,170318221022,0.0,0.0,White,9.58-22.42
15999,170318221023,0.0,0.0,White,1.80-9.58
16004,170318221024,0.0,0.0,None,0.00-1.80
16009,170318222001,0.0,0.0,White,9.58-22.42
16014,170318222002,0.0,0.0,White,0.00-1.80
16019,170318222003,0.0,0.0,White,1.80-9.58
16024,170318223011,0.0,0.0,White,0.00-1.80
16029,170318223012,0.0,0.0,White,1.80-9.58
16034,170318223013,0.0,0.0,White,0.00-1.80
16039,170318223014,0.0,0.0,White,9.58-22.42
16044,170318223021,0.0,0.0,White,9.58-22.42
16049,170318223022,0.0,0.0,White,1.80-9.58
16054,170318223023,0.0,0.0,White,1.80-9.58
16059,170318223024,0.0,0.0,White,9.58-22.42
16064,170318224001,0.0,0.0,White,0.00-1.80
16069,170318224002,0.0,0.0,White,22.42-100.00
16074,170318224003,0.0,0.0,White,22.42-100.00
16079,170318224004,0.0,0.0,White,0.00-1.80
16084,170318225001,0.0,0.0,White,0.00-1.80
16089,170318225002,0.0,0.0,White,0.00-1.80
16094,170318225003,0.0,0.0,White,9.58-22.42
16099,170318225004,0.0,0.0,White,0.00-1.80
16104,170318226011,0.0,0.0,White,1.80-9.58
16109,170318226012,0.0,0.0,White,1.80-9.58
16114,170318226013,0.0,0.0,White,1.80-9.58
16119,170318226021,0.0,0.0,White,0.00-1.80
16124,170318226022,0.0,0.0,White,0.00-1.80
16129,170318226023,1.0,1.0,White,9.58-22.42
16134,170318227011,0.0,0.0,White,1.80-9.58
16139,170318227012,0.0,0.0,White,9.58-22.42
16144,170318227013,0.0,0.0,White,0.00-1.80
16149,170318227014,0.0,0.0,White,9.58-22.42
16154,170318227021,0.0,0.0,White,1.80-9.58
16159,170318227022,0.0,0.0,White,9.58-22.42
16164,170318227023,0.0,0.0,White,22.42-100.00
16169,170318228011,0.0,0.0,White,1.80-9.58
16174,170318228012,0.0,0.0,White,9.58-22.42
16179,170318228021,0.0,0.0,White,1.80-9.58
16184,170318228022,0.0,0.0,White,0.00-1.80
16189,170318228023,0.0,0.0,White,1.80-9.58
16194,170318229001,0.0,0.0,White,1.80-9.58
16199,170318230011,0.0,0.0,White,22.42-100.00
16204,170318230012,0.0,0.0,White,1.80-9.58
16209,170318230013,0.0,0.0,White,1.80-9.58
16214,170318230014,0.0,0.0,White,9.58-22.42
16219,170318230015,0.0,0.0,White,22.42-100.00
16224,170318230021,0.0,0.0,White,0.00-1.80
16229,170318230022,0.0,0.0,White,9.58-22.42
16234,170318230023,1.0,0.0,White,9.58-22.42
16239,170318230024,0.0,0.0,White,1.80-9.58
16244,170318231011,1.0,0.0,White,22.42-100.00
16249,170318231012,0.0,0.0,White,1.80-9.58
16254,170318231013,0.0,0.0,White,1.80-9.58
16259,170318231014,0.0,0.0,White,9.58-22.42
16264,170318231015,0.0,0.0,White,1.80-9.58
16269,170318231021,1.0,1.0,White,1.80-9.58
16274,170318231022,0.0,0.0,White,9.58-22.42
16279,170318232001,0.0,0.0,White,1.80-9.58
16284,170318232002,1.0,1.0,White,1.80-9.58
16289,170318233021,1.0,1.0,None,1.80-9.58
16294,170318233022,0.0,0.0,None,1.80-9.58
16299,170318233023,0.0,1.0,None,1.80-9.58
16304,170318233031,0.0,0.0,White,9.58-22.42
16309,170318233032,1.0,1.0,White,1.80-9.58
16314,170318233033,0.0,0.0,None,9.58-22.42
16319,170318233034,0.0,0.0,White,1.80-9.58
16324,170318233035,0.0,0.0,White,1.80-9.58
16329,170318233041,0.0,0.0,White,1.80-9.58
16334,170318233042,0.0,0.0,White,0.00-1.80
16339,170318233043,1.0,0.0,White,22.42-100.00
16344,170318233044,0.0,0.0,None,0.00-1.80
16349,170318233045,0.0,0.0,None,22.42-100.00
16354,170318233046,0.0,0.0,White,0.00-1.80
16359,170318234001,0.0,0.0,Hispanic,9.58-22.42
16364,170318234002,0.0,0.0,None,22.42-100.00
16369,170318234003,0.0,0.0,White,9.58-22.42
16374,170318234004,0.0,0.0,Hispanic,1.80-9.58
16379,170318235001,0.0,0.0,None,9.58-22.42
16384,170318235002,0.0,0.0,Hispanic,22.42-100.00
16389,170318235003,0.0,0.0,None,1.80-9.58
16394,170318235004,0.0,0.0,White,1.80-9.58
16399,170318236021,0.0,0.0,White,0.00-1.80
16404,170318236022,0.0,0.0,White,9.58-22.42
16409,170318236023,0.0,0.0,White,1.80-9.58
16414,170318236024,0.0,0.0,White,0.00-1.80
16419,170318236031,0.0,0.0,Hispanic,22.42-100.00
16424,170318236032,0.0,0.0,African-American,22.42-100.00
16429,170318236041,0.0,0.0,White,0.00-1.80
16434,170318236042,0.0,0.0,White,1.80-9.58
16439,170318236043,0.0,0.0,White,1.80-9.58
16444,170318236051,0.0,0.0,White,1.80-9.58
16449,170318236052,0.0,0.0,White,0.00-1.80
16454,170318236053,1.0,0.0,White,9.58-22.42
16459,170318237021,1.0,1.0,White,1.80-9.58
16464,170318237022,0.0,0.0,White,1.80-9.58
16469,170318237023,0.0,0.0,White,1.80-9.58
16474,170318237024,0.0,0.0,White,22.42-100.00
16479,170318237031,0.0,0.0,White,22.42-100.00
16484,170318237032,0.0,0.0,White,9.58-22.42
16489,170318237033,0.0,0.0,White,0.00-1.80
16494,170318237034,1.0,1.0,White,22.42-100.00
16499,170318237041,0.0,0.0,White,0.00-1.80
16504,170318237042,0.0,0.0,White,1.80-9.58
16509,170318237043,0.0,0.0,White,1.80-9.58
16514,170318237051,0.0,0.0,White,9.58-22.42
16519,170318237052,0.0,0.0,White,9.58-22.42
16524,170318237053,0.0,0.0,White,22.42-100.00
16529,170318237054,0.0,0.0,White,22.42-100.00
16534,170318238011,0.0,0.0,White,1.80-9.58
16539,170318238012,0.0,0.0,White,0.00-1.80
16544,170318238013,0.0,0.0,White,0.00-1.80
16549,170318238031,0.0,0.0,White,9.58-22.42
16554,170318238032,0.0,0.0,White,1.80-9.58
16559,170318238033,0.0,0.0,White,1.80-9.58
16564,170318238034,0.0,0.0,White,0.00-1.80
16569,170318238051,0.0,0.0,White,9.58-22.42
16574,170318238052,0.0,0.0,White,1.80-9.58
16579,170318238053,0.0,0.0,White,1.80-9.58
16584,170318238061,0.0,0.0,White,9.58-22.42
16589,170318238062,0.0,0.0,White,0.00-1.80
16594,170318238063,0.0,0.0,White,1.80-9.58
16599,170318238064,0.0,1.0,White,1.80-9.58
16604,170318239011,0.0,0.0,White,0.00-1.80
16609,170318239012,0.0,0.0,White,1.80-9.58
16614,170318239031,0.0,0.0,White,0.00-1.80
16619,170318239032,0.0,0.0,White,1.80-9.58
16624,170318239033,0.0,0.0,White,1.80-9.58
16629,170318239034,0.0,0.0,White,0.00-1.80
16634,170318239041,0.0,0.0,White,0.00-1.80
16639,170318239042,0.0,0.0,White,0.00-1.80
16644,170318239043,0.0,0.0,White,0.00-1.80
16649,170318239044,0.0,0.0,White,1.80-9.58
16654,170318240031,0.0,0.0,White,1.80-9.58
16659,170318240032,0.0,0.0,White,0.00-1.80
16664,170318240033,0.0,0.0,White,0.00-1.80
16669,170318240041,0.0,0.0,White,1.80-9.58
16674,170318240042,0.0,0.0,White,1.80-9.58
16679,170318240043,0.0,0.0,White,0.00-1.80
16684,170318240051,0.0,0.0,White,1.80-9.58
16689,170318240052,0.0,0.0,White,0.00-1.80
16694,170318240053,0.0,0.0,White,1.80-9.58
16699,170318240061,0.0,0.0,White,1.80-9.58
16704,170318240062,0.0,0.0,White,1.80-9.58
16709,170318241051,0.0,0.0,White,1.80-9.58
16714,170318241052,0.0,0.0,White,0.00-1.80
16719,170318241053,0.0,0.0,White,0.00-1.80
16724,170318241061,0.0,0.0,White,0.00-1.80
16729,170318241062,0.0,0.0,White,1.80-9.58
16734,170318241063,0.0,0.0,White,0.00-1.80
16739,170318241071,0.0,0.0,White,1.80-9.58
16744,170318241072,0.0,0.0,White,0.00-1.80
16749,170318241073,0.0,0.0,White,1.80-9.58
16754,170318241074,0.0,0.0,White,1.80-9.58
16759,170318241081,0.0,0.0,White,9.58-22.42
16764,170318241082,0.0,0.0,White,1.80-9.58
16769,170318241083,0.0,0.0,White,1.80-9.58
16774,170318241131,0.0,0.0,White,0.00-1.80
16779,170318241132,0.0,0.0,White,0.00-1.80
16784,170318241133,0.0,0.0,White,0.00-1.80
16789,170318241141,0.0,0.0,White,0.00-1.80
16794,170318241142,0.0,0.0,White,1.80-9.58
16799,170318241151,0.0,0.0,White,1.80-9.58
16804,170318241152,0.0,0.0,White,1.80-9.58
16809,170318241161,0.0,0.0,White,9.58-22.42
16814,170318241162,0.0,0.0,White,0.00-1.80
16819,170318241163,0.0,0.0,White,9.58-22.42
16824,170318241164,0.0,0.0,White,0.00-1.80
16829,170318241171,0.0,0.0,White,0.00-1.80
16834,170318241172,0.0,0.0,White,0.00-1.80
16839,170318241173,0.0,0.0,White,1.80-9.58
16844,170318241174,0.0,0.0,White,1.80-9.58
16849,170318241191,0.0,0.0,White,0.00-1.80
16854,170318241192,0.0,0.0,White,1.80-9.58
16859,170318241201,0.0,0.0,White,1.80-9.58
16864,170318241202,0.0,0.0,White,1.80-9.58
16869,170318241203,0.0,0.0,White,0.00-1.80
16874,170318241204,0.0,0.0,White,9.58-22.42
16879,170318241211,0.0,0.0,White,1.80-9.58
16884,170318241212,0.0,0.0,White,0.00-1.80
16889,170318241221,0.0,0.0,White,1.80-9.58
16894,170318241222,0.0,0.0,White,9.58-22.42
16899,170318241223,0.0,0.0,White,0.00-1.80
16904,170318241231,0.0,0.0,White,0.00-1.80
16909,170318241232,0.0,0.0,White,0.00-1.80
16914,170318241233,0.0,0.0,White,9.58-22.42
16919,170318241234,0.0,0.0,White,9.58-22.42
16924,170318241235,0.0,0.0,White,0.00-1.80
16929,170318243001,0.0,0.0,African-American,9.58-22.42
16934,170318243002,0.0,0.0,African-American,22.42-100.00
16939,170318243003,1.0,0.0,African-American,9.58-22.42
16944,170318244001,0.0,0.0,None,9.58-22.42
16949,170318245031,0.0,0.0,White,0.00-1.80
16954,170318245032,0.0,0.0,White,1.80-9.58
16959,170318245033,0.0,0.0,White,0.00-1.80
16964,170318245034,0.0,0.0,White,1.80-9.58
16969,170318245035,0.0,0.0,White,0.00-1.80
16974,170318245051,1.0,1.0,White,9.58-22.42
16979,170318245052,0.0,0.0,White,1.80-9.58
16984,170318245053,0.0,0.0,White,0.00-1.80
16989,170318245061,0.0,0.0,White,0.00-1.80
16994,170318245062,0.0,0.0,White,0.00-1.80
16999,170318245063,0.0,0.0,White,0.00-1.80
17004,170318245064,0.0,0.0,White,0.00-1.80
17009,170318245065,0.0,0.0,White,0.00-1.80
17014,170318245071,0.0,0.0,White,9.58-22.42
17019,170318245072,0.0,0.0,White,0.00-1.80
17024,170318246011,0.0,0.0,White,0.00-1.80
17029,170318246012,0.0,0.0,White,0.00-1.80
17034,170318246013,0.0,0.0,White,1.80-9.58
17039,170318246014,0.0,0.0,White,1.80-9.58
17044,170318246021,0.0,0.0,White,0.00-1.80
17049,170318246022,0.0,0.0,White,9.58-22.42
17054,170318246023,0.0,1.0,White,1.80-9.58
17059,170318246024,0.0,0.0,White,0.00-1.80
17064,170318246025,0.0,0.0,White,9.58-22.42
17069,170318247011,0.0,1.0,None,0.00-1.80
17074,170318247012,0.0,0.0,White,0.00-1.80
17079,170318247013,0.0,0.0,White,1.80-9.58
17084,170318247021,1.0,0.0,White,1.80-9.58
17089,170318247022,1.0,0.0,None,22.42-100.00
17094,170318247023,0.0,0.0,White,1.80-9.58
17099,170318248001,0.0,0.0,Hispanic,22.42-100.00
17104,170318248002,0.0,0.0,Hispanic,9.58-22.42
17109,170318248003,1.0,0.0,African-American,22.42-100.00
17114,170318248004,0.0,0.0,Hispanic,1.80-9.58
17119,170318249001,0.0,0.0,African-American,9.58-22.42
17124,170318249002,0.0,0.0,African-American,9.58-22.42
17129,170318250001,0.0,0.0,White,1.80-9.58
17134,170318250002,0.0,0.0,White,1.80-9.58
17139,170318250003,0.0,0.0,White,1.80-9.58
17144,170318252001,0.0,0.0,White,1.80-9.58
17149,170318252002,0.0,0.0,None,0.00-1.80
17154,170318253021,0.0,0.0,White,1.80-9.58
17159,170318253022,0.0,0.0,White,9.58-22.42
17164,170318253023,0.0,0.0,White,1.80-9.58
17169,170318253031,0.0,0.0,White,22.42-100.00
17174,170318253032,0.0,0.0,White,9.58-22.42
17179,170318253033,0.0,0.0,White,0.00-1.80
17184,170318253034,0.0,0.0,White,9.58-22.42
17189,170318253041,0.0,0.0,White,9.58-22.42
17194,170318253042,0.0,0.0,White,1.80-9.58
17199,170318254001,0.0,0.0,White,9.58-22.42
17204,170318254002,0.0,0.0,White,9.58-22.42
17209,170318254003,0.0,0.0,None,1.80-9.58
17214,170318255011,0.0,0.0,African-American,22.42-100.00
17219,170318255012,0.0,0.0,African-American,1.80-9.58
17224,170318255013,1.0,1.0,African-American,9.58-22.42
17229,170318255031,0.0,1.0,African-American,9.58-22.42
17234,170318255032,0.0,0.0,African-American,22.42-100.00
17239,170318255033,0.0,0.0,African-American,1.80-9.58
17244,170318255034,0.0,0.0,African-American,1.80-9.58
17249,170318255035,0.0,0.0,African-American,0.00-1.80
17254,170318255041,0.0,0.0,African-American,9.58-22.42
17259,170318255042,1.0,1.0,African-American,1.80-9.58
17264,170318255051,0.0,0.0,African-American,22.42-100.00
17269,170318255052,0.0,0.0,African-American,9.58-22.42
17274,170318255053,0.0,0.0,African-American,0.00-1.80
17279,170318255054,0.0,0.0,African-American,22.42-100.00
17284,170318256001,0.0,0.0,African-American,9.58-22.42
17289,170318256002,1.0,0.0,African-American,22.42-100.00
17294,170318256003,0.0,0.0,African-American,9.58-22.42
17299,170318256004,0.0,0.0,None,1.80-9.58
17304,170318257001,0.0,0.0,Hispanic,9.58-22.42
17309,170318257002,0.0,1.0,African-American,22.42-100.00
17314,170318257003,1.0,0.0,African-American,9.58-22.42
17319,170318258011,0.0,0.0,African-American,22.42-100.00
17324,170318258012,1.0,0.0,African-American,22.42-100.00
17329,170318258013,1.0,1.0,African-American,22.42-100.00
17334,170318258021,1.0,1.0,African-American,1.80-9.58
17339,170318258022,1.0,1.0,African-American,9.58-22.42
17344,170318258023,0.0,0.0,African-American,1.80-9.58
17349,170318258031,0.0,0.0,African-American,1.80-9.58
17354,170318258032,0.0,0.0,African-American,9.58-22.42
17359,170318258033,0.0,0.0,African-American,9.58-22.42
17364,170318258034,1.0,1.0,African-American,22.42-100.00
17369,170318258035,1.0,1.0,African-American,22.42-100.00
17374,170318259001,1.0,0.0,African-American,22.42-100.00
17379,170318259002,0.0,0.0,African-American,9.58-22.42
17384,170318259003,0.0,0.0,None,9.58-22.42
17389,170318260001,0.0,1.0,African-American,9.58-22.42
17394,170318260002,0.0,0.0,African-American,9.58-22.42
17399,170318260003,0.0,0.0,African-American,22.42-100.00
17404,170318261001,1.0,0.0,African-American,22.42-100.00
17409,170318261002,0.0,0.0,African-American,1.80-9.58
17414,170318261003,0.0,1.0,African-American,1.80-9.58
17419,170318261004,0.0,0.0,African-American,9.58-22.42
17424,170318261005,0.0,0.0,African-American,22.42-100.00
17429,170318261006,0.0,0.0,African-American,22.42-100.00
17434,170318262011,0.0,0.0,African-American,9.58-22.42
17439,170318262012,0.0,0.0,African-American,1.80-9.58
17444,170318262013,0.0,0.0,African-American,1.80-9.58
17449,170318262014,0.0,0.0,African-American,9.58-22.42
17454,170318262021,0.0,0.0,African-American,0.00-1.80
17459,170318262022,0.0,0.0,African-American,1.80-9.58
17464,170318262023,0.0,0.0,African-American,9.58-22.42
17469,170318262024,0.0,0.0,African-American,22.42-100.00
17474,170318262025,0.0,1.0,African-American,22.42-100.00
17479,170318263011,0.0,0.0,African-American,9.58-22.42
17484,170318263012,0.0,0.0,African-American,1.80-9.58
17489,170318263013,1.0,0.0,African-American,9.58-22.42
17494,170318263031,0.0,0.0,African-American,9.58-22.42
17499,170318263032,0.0,0.0,African-American,9.58-22.42
17504,170318263033,0.0,0.0,African-American,1.80-9.58
17509,170318263034,0.0,0.0,African-American,9.58-22.42
17514,170318263041,0.0,1.0,African-American,22.42-100.00
17519,170318263042,0.0,0.0,African-American,9.58-22.42
17524,170318263043,0.0,0.0,African-American,22.42-100.00
17529,170318264011,0.0,1.0,African-American,9.58-22.42
17534,170318264012,1.0,1.0,African-American,22.42-100.00
17539,170318264021,0.0,0.0,African-American,9.58-22.42
17544,170318264022,0.0,0.0,African-American,9.58-22.42
17549,170318264023,0.0,0.0,African-American,1.80-9.58
17554,170318264024,0.0,0.0,African-American,22.42-100.00
17559,170318264025,0.0,0.0,African-American,1.80-9.58
17564,170318265001,1.0,0.0,African-American,9.58-22.42
17569,170318265002,0.0,0.0,African-American,22.42-100.00
17574,170318265003,1.0,0.0,African-American,22.42-100.00
17579,170318265004,0.0,1.0,African-American,22.42-100.00
17584,170318266001,1.0,1.0,African-American,22.42-100.00
17589,170318266002,0.0,0.0,African-American,1.80-9.58
17594,170318266003,1.0,0.0,African-American,9.58-22.42
17599,170318266004,0.0,0.0,African-American,22.42-100.00
17604,170318266005,0.0,0.0,African-American,1.80-9.58
17609,170318267001,1.0,1.0,African-American,9.58-22.42
17614,170318267002,1.0,1.0,African-American,22.42-100.00
17619,170318267003,0.0,0.0,African-American,0.00-1.80
17624,170318267004,0.0,0.0,African-American,22.42-100.00
17629,170318268001,0.0,0.0,African-American,22.42-100.00
17634,170318268002,1.0,1.0,Hispanic,22.42-100.00
17639,170318268003,1.0,1.0,Hispanic,9.58-22.42
17644,170318268004,0.0,0.0,African-American,0.00-1.80
17649,170318269011,1.0,1.0,African-American,22.42-100.00
17654,170318269021,0.0,0.0,African-American,1.80-9.58
17659,170318269022,0.0,1.0,African-American,22.42-100.00
17664,170318270001,1.0,1.0,African-American,22.42-100.00
17669,170318270002,0.0,0.0,African-American,22.42-100.00
17674,170318270003,0.0,0.0,African-American,9.58-22.42
17679,170318271001,0.0,1.0,African-American,22.42-100.00
17684,170318271002,0.0,0.0,African-American,22.42-100.00
17689,170318271003,0.0,0.0,African-American,9.58-22.42
17694,170318272001,0.0,0.0,African-American,9.58-22.42
17699,170318272002,0.0,0.0,African-American,22.42-100.00
17704,170318272003,0.0,0.0,African-American,22.42-100.00
17709,170318272004,0.0,0.0,Hispanic,22.42-100.00
17714,170318273001,0.0,0.0,None,0.00-1.80
17719,170318273002,1.0,1.0,African-American,22.42-100.00
17724,170318273003,0.0,0.0,African-American,9.58-22.42
17729,170318274001,0.0,0.0,African-American,22.42-100.00
17734,170318274002,0.0,0.0,African-American,9.58-22.42
17739,170318274003,0.0,0.0,African-American,9.58-22.42
